Region,Product,Units,UnitPrice,Revenue
North,Widget B,11,31.63,347.93
South,Widget A,91,19.74,1796.34
North,Widget A,35,23.69,829.15
West,Widget B,29,30.44,882.76
Central,Gadget X,80,43.97,3517.6
West,Widget B,46,28.95,1331.7
Central,Gadget X,13,41.46,538.98
North,Widget B,26,48.55,1262.3
Central,Gadget X,64,15.03,961.92
West,Widget B,29,31.49,913.21
East,Widget A,4,34.43,137.72
North,Gadget X,82,26.8,2197.6
North,Gadget X,51,32.49,1656.99
North,Widget C,42,18.91,794.22
South,Widget A,54,35.85,1935.9
North,Widget C,8,44.07,352.56
East,Widget B,36,18.97,682.92
North,Gadget X,18,18.77,337.86
West,Gadget X,43,38.57,1658.51
South,Widget B,33,37.73,1245.09
Central,Widget A,32,11.63,372.16
West,Gadget X,38,29.12,1106.56
South,Widget C,91,23.79,2164.89
South,Widget A,16,33.31,532.96
North,Widget A,74,20.24,1497.76
Central,Widget B,71,11.23,797.33
South,Widget B,10,12.72,127.2
West,Widget A,8,44.45,355.6
West,Widget A,45,47.93,2156.85
Central,Widget C,87,27.04,2352.48
East,Widget B,30,40.39,1211.7
West,Gadget X,39,20.07,782.73
West,Widget D,61,16.56,1010.16
East,Gadget X,31,19.7,610.7
Central,Widget A,25,41.89,1047.25
West,Gadget X,51,37.11,1892.61
Central,Widget A,41,23.5,963.5
North,Widget A,27,16.93,457.11
South,Widget D,11,48.46,533.06
East,Widget D,19,15.55,295.45
East,Widget A,38,14.3,543.4
North,Widget B,31,16.04,497.24
North,Gadget X,1,25.59,25.59
North,Widget C,30,20.48,614.4
North,Widget C,27,33.48,903.96
South,Widget C,91,13.29,1209.39
West,Widget B,89,28.0,2492.0
South,Widget A,18,34.39,619.02
South,Gadget X,32,16.73,535.36
North,Gadget X,96,24.11,2314.56
Central,Gadget X,55,49.65,2730.75
Central,Widget C,3,29.25,87.75
South,Widget D,46,22.76,1046.96
South,Widget B,35,23.85,834.75
South,Gadget X,36,21.87,787.32
South,Widget B,69,20.54,1417.26
South,Widget C,43,27.86,1197.98
West,Widget B,36,42.85,1542.6
West,Widget D,97,11.51,1116.47
South,Widget C,19,41.16,782.04
South,Widget A,18,39.68,714.24
East,Gadget X,76,22.69,1724.44
East,Widget B,43,35.81,1539.83
East,Widget D,14,26.15,366.1
Central,Widget B,18,41.15,740.7
South,Gadget X,17,42.92,729.64
North,Widget C,99,31.5,3118.5
East,Widget B,33,26.14,862.62
East,Widget D,59,22.25,1312.75
North,Widget D,35,34.79,1217.65
South,Widget A,18,21.91,394.38
Central,Gadget X,88,14.66,1290.08
South,Gadget X,54,32.88,1775.52
East,Gadget X,66,15.45,1019.7
West,Widget D,83,27.12,2250.96
South,Widget D,49,49.3,2415.7
Central,Gadget X,63,21.63,1362.69
North,Widget D,62,17.38,1077.56
East,Widget A,43,17.36,746.48
South,Gadget X,82,10.2,836.4
West,Widget A,38,28.85,1096.3
West,Gadget X,33,42.75,1410.75
South,Gadget X,91,48.03,4370.73
East,Gadget X,4,49.22,196.88
North,Widget B,82,49.42,4052.44
Central,Widget A,77,48.13,3706.01
Central,Widget B,5,32.76,163.8
Central,Widget D,70,35.5,2485.0
North,Widget B,46,41.4,1904.4
North,Widget B,80,10.59,847.2
East,Widget C,51,13.32,679.32
North,Widget C,70,38.55,2698.5
North,Widget A,25,14.5,362.5
East,Widget C,70,45.07,3154.9
South,Widget B,78,22.85,1782.3
West,Widget C,26,20.11,522.86
West,Widget B,40,25.33,1013.2
North,Widget D,20,30.77,615.4
South,Widget C,13,48.42,629.46
North,Widget A,73,12.04,878.92
West,Widget D,82,36.27,2974.14
East,Widget A,72,32.42,2334.24
West,Widget C,30,16.18,485.4
South,Widget A,77,47.58,3663.66
West,Widget B,80,40.2,3216.0
East,Gadget X,38,16.87,641.06
North,Gadget X,33,15.29,504.57
South,Widget B,3,41.14,123.42
West,Widget D,87,34.64,3013.68
South,Widget A,68,34.15,2322.2
South,Gadget X,93,46.58,4331.94
West,Widget B,42,13.66,573.72
South,Widget C,48,15.06,722.88
Central,Widget A,40,23.23,929.2
South,Gadget X,4,10.89,43.56
South,Widget B,64,32.5,2080.0
West,Widget B,33,34.99,1154.67
West,Widget D,32,10.87,347.84
East,Gadget X,53,46.91,2486.23
Central,Widget A,83,35.39,2937.37
Central,Widget D,96,10.44,1002.24
South,Gadget X,29,36.7,1064.3
East,Widget B,16,20.04,320.64
Central,Widget B,83,45.45,3772.35
West,Widget D,27,39.48,1065.96
West,Gadget X,35,18.84,659.4
North,Widget C,74,12.96,959.04
Central,Widget A,34,40.16,1365.44
South,Widget A,19,42.06,799.14
North,Gadget X,83,12.47,1035.01
North,Widget A,58,48.63,2820.54
South,Widget A,1,39.83,39.83
North,Widget C,58,43.73,2536.34
West,Widget D,87,40.3,3506.1
Central,Gadget X,3,18.59,55.77
East,Widget C,38,36.14,1373.32
East,Gadget X,87,26.08,2268.96
North,Widget D,98,12.79,1253.42
West,Widget D,52,38.27,1990.04
South,Widget D,96,49.96,4796.16
West,Gadget X,92,45.74,4208.08
South,Widget A,1,31.01,31.01
North,Gadget X,5,34.56,172.8
West,Gadget X,93,33.59,3123.87
North,Gadget X,93,26.82,2494.26
Central,Widget A,74,16.79,1242.46
South,Gadget X,8,23.18,185.44
Central,Widget B,92,15.16,1394.72
North,Widget D,13,26.95,350.35
North,Widget B,30,39.56,1186.8
West,Widget A,21,11.44,240.24
East,Widget C,69,28.37,1957.53
East,Gadget X,63,29.11,1833.93
Central,Widget A,99,16.18,1601.82
Central,Widget C,2,44.1,88.2
North,Widget A,25,30.84,771.0
West,Widget A,100,14.39,1439.0
East,Gadget X,99,22.13,2190.87
East,Widget B,44,42.74,1880.56
East,Widget C,34,32.87,1117.58
North,Widget C,32,19.76,632.32
North,Widget C,82,39.06,3202.92
North,Gadget X,25,17.73,443.25
East,Gadget X,59,41.55,2451.45
South,Gadget X,30,42.13,1263.9
North,Widget D,81,11.42,925.02
Central,Widget D,24,15.21,365.04
West,Widget B,100,40.42,4042.0
East,Widget D,100,13.66,1366.0
North,Widget C,64,44.95,2876.8
West,Widget A,63,44.08,2777.04
West,Gadget X,89,21.66,1927.74
West,Widget D,44,31.72,1395.68
West,Widget B,26,12.34,320.84
Central,Widget A,93,49.17,4572.81
North,Widget C,86,39.37,3385.82
North,Widget A,3,37.7,113.1
North,Gadget X,63,23.77,1497.51
East,Gadget X,72,42.87,3086.64
Central,Widget A,21,39.33,825.93
Central,Gadget X,78,30.07,2345.46
South,Widget D,52,25.41,1321.32
South,Widget D,94,21.52,2022.88
South,Widget B,99,36.9,3653.1
South,Gadget X,79,31.27,2470.33
Central,Gadget X,16,19.55,312.8
North,Widget B,23,47.2,1085.6
East,Widget C,63,40.69,2563.47
West,Widget D,81,36.67,2970.27
East,Widget C,70,44.84,3138.8
Central,Widget D,93,29.28,2723.04
East,Gadget X,98,36.04,3531.92
South,Gadget X,45,22.64,1018.8
West,Widget C,61,22.93,1398.73
North,Widget B,56,36.0,2016.0
East,Widget A,68,10.09,686.12
North,Widget C,93,37.72,3507.96
Central,Widget B,6,43.07,258.42
North,Widget D,81,41.48,3359.88
South,Widget D,100,12.28,1228.0
South,Widget C,88,29.46,2592.48
West,Widget C,64,20.91,1338.24
Central,Widget D,65,45.15,2934.75
South,Gadget X,31,46.19,1431.89
North,Widget A,75,25.67,1925.25
North,Widget A,12,46.58,558.96
South,Gadget X,24,23.3,559.2
North,Widget C,39,10.8,421.2
North,Widget C,23,36.29,834.67
Central,Widget A,68,30.17,2051.56
Central,Widget B,71,22.01,1562.71
North,Gadget X,55,24.19,1330.45
North,Widget B,25,18.29,457.25
South,Gadget X,7,14.99,104.93
South,Widget B,2,10.77,21.54
Central,Widget D,54,28.6,1544.4
West,Widget C,28,12.57,351.96
East,Widget C,99,35.56,3520.44
Central,Widget D,36,12.44,447.84
East,Widget A,62,15.57,965.34
West,Widget C,50,13.74,687.0
South,Widget A,84,24.22,2034.48
East,Gadget X,94,18.85,1771.9
West,Widget D,93,12.98,1207.14
South,Widget D,9,37.5,337.5
West,Widget C,45,24.38,1097.1
West,Widget A,77,35.71,2749.67
North,Widget B,63,18.28,1151.64
East,Widget A,53,43.28,2293.84
North,Widget B,18,23.38,420.84
East,Widget C,99,30.88,3057.12
West,Widget A,17,47.1,800.7
Central,Widget D,15,16.78,251.7
Central,Widget A,34,28.06,954.04
West,Gadget X,81,17.47,1415.07
North,Gadget X,75,41.96,3147.0
Central,Widget C,53,44.55,2361.15
North,Gadget X,5,10.47,52.35
West,Widget C,30,24.81,744.3
Central,Gadget X,82,30.21,2477.22
Central,Widget C,17,26.49,450.33
South,Gadget X,10,18.72,187.2
East,Widget B,93,49.67,4619.31
South,Gadget X,75,41.86,3139.5
Central,Widget B,50,10.02,501.0
East,Widget C,57,35.97,2050.29
East,Widget B,80,16.89,1351.2
East,Widget B,10,29.77,297.7
North,Gadget X,37,45.13,1669.81
West,Widget C,84,22.23,1867.32
Central,Widget D,16,31.21,499.36
East,Widget C,85,43.0,3655.0
Central,Gadget X,25,23.08,577.0
South,Gadget X,46,18.33,843.18
East,Widget C,37,12.05,445.85
East,Gadget X,67,41.6,2787.2
West,Gadget X,14,14.35,200.9
South,Gadget X,82,39.07,3203.74
East,Widget D,70,15.59,1091.3
West,Widget C,62,24.7,1531.4
South,Widget D,14,16.41,229.74
West,Widget C,35,31.93,1117.55
East,Widget D,65,47.16,3065.4
West,Widget C,10,21.82,218.2
Central,Widget B,23,15.55,357.65
South,Widget A,67,45.44,3044.48
Central,Gadget X,64,11.9,761.6
East,Widget A,47,46.1,2166.7
South,Widget C,7,24.94,174.58
West,Widget B,62,33.8,2095.6
South,Widget A,51,26.78,1365.78
Central,Widget A,45,17.06,767.7
East,Widget C,85,38.93,3309.05
West,Widget A,47,11.71,550.37
Central,Widget B,16,15.15,242.4
Central,Widget D,73,31.46,2296.58
West,Widget A,21,18.23,382.83
Central,Widget B,34,11.42,388.28
West,Widget A,19,16.18,307.42
South,Widget A,27,17.99,485.73
North,Widget A,42,40.06,1682.52
East,Gadget X,13,13.46,174.98
Central,Widget A,94,28.95,2721.3
West,Widget A,51,43.46,2216.46
East,Gadget X,17,32.19,547.23
South,Gadget X,73,23.01,1679.73
East,Widget D,34,29.65,1008.1
West,Widget A,99,19.48,1928.52
West,Widget B,68,16.44,1117.92
East,Widget B,85,23.6,2006.0
South,Widget A,42,11.0,462.0
South,Gadget X,53,35.22,1866.66
West,Gadget X,81,45.09,3652.29
West,Widget A,20,33.36,667.2
North,Widget C,21,22.84,479.64
North,Gadget X,3,46.98,140.94
West,Widget B,65,21.78,1415.7
West,Gadget X,13,11.76,152.88
Central,Widget A,44,23.25,1023.0
Central,Widget D,13,29.66,385.58
Central,Widget D,46,25.58,1176.68
East,Widget C,68,20.97,1425.96
West,Widget A,89,35.95,3199.55
North,Widget D,37,32.85,1215.45
North,Widget B,20,13.33,266.6
Central,Widget B,28,11.62,325.36
East,Widget D,95,30.98,2943.1
South,Widget B,59,16.4,967.6
West,Widget D,59,20.77,1225.43
South,Widget B,90,13.06,1175.4
South,Widget C,40,34.63,1385.2
North,Widget C,12,20.99,251.88
East,Widget C,97,19.68,1908.96
North,Widget B,16,16.09,257.44
South,Widget B,95,38.87,3692.65
East,Widget B,82,46.27,3794.14
South,Gadget X,76,48.49,3685.24
South,Widget D,62,35.66,2210.92
West,Widget D,34,46.34,1575.56
Central,Gadget X,61,23.52,1434.72
West,Widget C,35,40.15,1405.25
Central,Widget A,23,13.45,309.35
North,Widget B,43,22.49,967.07
East,Widget C,27,17.12,462.24
North,Widget B,65,15.12,982.8
North,Widget A,68,49.88,3391.84
West,Widget C,42,48.9,2053.8
East,Gadget X,52,33.19,1725.88
Central,Widget B,34,38.55,1310.7
Central,Widget A,25,26.52,663.0
North,Gadget X,60,36.41,2184.6
East,Widget B,18,15.03,270.54
East,Gadget X,64,15.34,981.76
West,Widget A,13,18.76,243.88
West,Widget B,7,24.72,173.04
Central,Widget C,8,15.66,125.28
East,Widget B,81,32.24,2611.44
North,Widget B,64,32.74,2095.36
West,Widget A,79,44.53,3517.87
West,Widget B,89,12.44,1107.16
West,Widget A,14,41.97,587.58
North,Widget A,61,45.07,2749.27
South,Widget A,54,20.9,1128.6
South,Widget B,87,21.83,1899.21
Central,Widget B,46,12.43,571.78
West,Widget A,79,30.6,2417.4
Central,Widget A,90,33.29,2996.1
East,Widget A,30,15.08,452.4
East,Widget C,94,36.29,3411.26
Central,Gadget X,6,36.1,216.6
West,Widget B,91,46.23,4206.93
Central,Widget C,47,41.52,1951.44
West,Widget A,89,26.92,2395.88
East,Widget D,54,43.26,2336.04
North,Widget C,34,26.57,903.38
South,Widget C,11,35.32,388.52
Central,Widget D,57,12.88,734.16
West,Gadget X,70,20.96,1467.2
East,Widget D,90,11.0,990.0
Central,Widget C,49,12.72,623.28
South,Widget A,38,30.12,1144.56
North,Widget A,27,47.06,1270.62
East,Widget B,55,24.06,1323.3
North,Widget A,68,29.3,1992.4
West,Widget C,59,30.94,1825.46
South,Widget D,84,34.34,2884.56
East,Widget B,52,42.79,2225.08
West,Widget C,99,16.36,1619.64
Central,Gadget X,62,31.92,1979.04
North,Gadget X,78,34.06,2656.68
East,Widget A,54,35.2,1900.8
South,Widget A,14,35.22,493.08
North,Widget A,66,48.77,3218.82
East,Widget D,86,13.22,1136.92
South,Gadget X,87,37.29,3244.23
East,Widget B,98,26.52,2598.96
East,Gadget X,3,47.88,143.64
South,Widget D,61,22.48,1371.28
West,Widget D,93,30.27,2815.11
Central,Widget D,81,43.15,3495.15
South,Widget D,18,22.6,406.8
Central,Widget C,70,48.14,3369.8
East,Widget B,32,40.1,1283.2
North,Gadget X,15,37.3,559.5
South,Widget A,56,18.58,1040.48
South,Widget D,83,19.74,1638.42
Central,Widget C,2,29.94,59.88
Central,Widget C,63,10.95,689.85
South,Widget A,7,10.26,71.82
South,Gadget X,34,23.73,806.82
East,Widget C,3,28.55,85.65
North,Widget A,34,12.08,410.72
East,Widget A,99,28.93,2864.07
North,Widget C,13,37.0,481.0
East,Widget A,86,42.09,3619.74
Central,Widget A,51,25.18,1284.18
South,Widget D,84,38.31,3218.04
North,Widget D,67,26.78,1794.26
East,Widget B,82,16.61,1362.02
South,Widget A,77,49.22,3789.94
North,Gadget X,55,34.77,1912.35
North,Widget C,98,31.73,3109.54
West,Widget C,16,11.03,176.48
North,Widget B,42,21.71,911.82
North,Widget D,55,23.42,1288.1
East,Widget A,50,45.68,2284.0
North,Widget B,32,21.67,693.44
North,Widget A,62,44.88,2782.56
West,Widget D,7,11.38,79.66
North,Widget D,9,11.13,100.17
South,Widget A,48,48.97,2350.56
North,Widget A,31,21.89,678.59
South,Widget D,59,48.26,2847.34
East,Gadget X,88,16.45,1447.6
East,Widget D,6,29.87,179.22
South,Gadget X,38,48.42,1839.96
Central,Widget A,22,31.95,702.9
South,Widget C,95,36.62,3478.9
South,Gadget X,80,22.51,1800.8
Central,Widget C,34,34.73,1180.82
East,Gadget X,65,47.16,3065.4
North,Widget D,97,44.61,4327.17
West,Widget D,47,26.51,1245.97
North,Widget D,33,16.32,538.56
North,Widget B,82,49.48,4057.36
North,Widget C,36,44.87,1615.32
West,Gadget X,14,28.75,402.5
North,Widget D,13,46.7,607.1
South,Widget B,11,22.12,243.32
South,Gadget X,55,27.23,1497.65
West,Widget A,1,13.63,13.63
Central,Widget A,16,18.23,291.68
North,Widget A,62,17.52,1086.24
South,Widget C,26,18.4,478.4
East,Widget A,34,40.05,1361.7
East,Widget C,74,10.52,778.48
West,Gadget X,58,33.11,1920.38
Central,Widget D,49,33.42,1637.58
Central,Widget D,60,18.69,1121.4
West,Gadget X,71,25.66,1821.86
West,Widget C,79,24.6,1943.4
Central,Widget D,77,19.01,1463.77
Central,Widget A,43,47.24,2031.32
East,Widget C,51,15.3,780.3
Central,Widget A,10,18.02,180.2
North,Widget D,66,41.98,2770.68
Central,Widget D,69,40.01,2760.69
Central,Widget C,86,43.28,3722.08
North,Widget C,23,49.66,1142.18
South,Gadget X,55,17.61,968.55
East,Widget C,16,19.76,316.16
South,Widget A,50,25.41,1270.5
West,Widget B,85,44.27,3762.95
Central,Gadget X,98,15.76,1544.48
Central,Widget B,1,25.65,25.65
South,Gadget X,72,38.06,2740.32
East,Widget C,66,33.23,2193.18
West,Widget A,15,28.0,420.0
West,Widget A,25,13.56,339.0
South,Gadget X,88,36.7,3229.6
Central,Gadget X,79,21.68,1712.72
South,Widget B,6,49.96,299.76
South,Widget B,79,24.83,1961.57
North,Gadget X,69,12.4,855.6
North,Widget A,72,37.14,2674.08
West,Widget B,55,47.78,2627.9
West,Gadget X,51,11.1,566.1
West,Widget A,99,37.12,3674.88
South,Widget B,76,29.81,2265.56
South,Widget C,2,35.68,71.36
Central,Widget B,25,15.93,398.25
North,Widget C,52,30.3,1575.6
Central,Widget B,82,38.47,3154.54
North,Widget D,41,34.78,1425.98
West,Widget C,48,36.17,1736.16
West,Widget A,41,35.56,1457.96
West,Widget C,20,22.71,454.2
North,Widget B,80,36.71,2936.8
Central,Gadget X,31,41.22,1277.82
Central,Widget A,71,21.16,1502.36
North,Gadget X,39,48.56,1893.84
South,Widget C,10,47.67,476.7
North,Gadget X,35,45.6,1596.0
East,Gadget X,26,12.98,337.48
Central,Widget D,35,29.59,1035.65
Central,Widget B,23,46.0,1058.0
Central,Gadget X,38,27.77,1055.26
North,Widget A,40,31.7,1268.0
South,Widget D,21,13.47,282.87
South,Widget B,80,39.15,3132.0
South,Gadget X,27,21.6,583.2
North,Widget D,33,35.5,1171.5
North,Widget A,67,27.3,1829.1
North,Gadget X,24,47.9,1149.6
South,Widget D,85,43.94,3734.9
South,Widget A,16,32.69,523.04
East,Widget B,25,17.53,438.25
South,Widget D,99,19.03,1883.97
South,Widget D,48,37.01,1776.48
West,Widget B,35,43.0,1505.0
West,Gadget X,54,19.33,1043.82
South,Widget D,52,23.1,1201.2
West,Widget B,9,10.96,98.64
East,Widget D,7,14.13,98.91
West,Widget D,30,10.44,313.2
North,Widget B,11,31.29,344.19
North,Widget B,12,30.08,360.96
South,Widget D,11,13.94,153.34
South,Gadget X,37,44.28,1638.36
South,Widget A,18,11.29,203.22
South,Widget B,96,31.31,3005.76
West,Gadget X,80,43.95,3516.0
South,Widget D,86,17.37,1493.82
West,Widget D,26,30.01,780.26
Central,Gadget X,68,44.72,3040.96
Central,Widget B,49,40.31,1975.19
Central,Gadget X,85,46.84,3981.4
Central,Widget D,42,47.07,1976.94
South,Widget C,63,45.77,2883.51
West,Widget D,81,10.81,875.61
West,Gadget X,43,27.18,1168.74
Central,Gadget X,86,32.68,2810.48
South,Widget B,31,48.49,1503.19
West,Widget D,48,38.53,1849.44
South,Widget A,6,39.95,239.7
North,Widget B,83,18.97,1574.51
North,Widget C,90,33.43,3008.7
North,Widget C,22,36.19,796.18
Central,Widget B,26,24.51,637.26
West,Widget D,75,12.79,959.25
Central,Gadget X,49,42.68,2091.32
West,Widget D,89,26.97,2400.33
South,Widget D,22,12.29,270.38
East,Widget A,9,27.41,246.69
East,Widget A,13,17.91,232.83
West,Widget C,82,24.39,1999.98
North,Widget C,21,49.2,1033.2
East,Widget B,69,14.28,985.32
East,Widget A,42,16.45,690.9
South,Widget B,74,22.59,1671.66
West,Widget B,24,38.82,931.68
North,Gadget X,32,12.29,393.28
Central,Widget D,63,48.55,3058.65
East,Widget A,89,47.39,4217.71
South,Widget A,71,35.28,2504.88
South,Widget A,25,47.84,1196.0
East,Widget D,46,10.46,481.16
North,Widget D,62,38.13,2364.06
South,Widget C,94,17.66,1660.04
Central,Widget D,63,45.33,2855.79
East,Widget A,18,45.85,825.3
Central,Widget A,99,10.42,1031.58
North,Widget B,47,41.39,1945.33
East,Widget C,71,34.96,2482.16
West,Gadget X,27,23.25,627.75
East,Widget B,19,40.26,764.94
South,Widget A,58,36.21,2100.18
West,Gadget X,29,21.14,613.06
Central,Widget B,72,36.95,2660.4
Central,Gadget X,52,34.79,1809.08
West,Widget D,27,31.59,852.93
South,Widget D,64,24.83,1589.12
South,Widget C,46,48.93,2250.78
West,Gadget X,30,20.35,610.5
West,Widget B,54,22.77,1229.58
South,Widget A,30,26.53,795.9
North,Widget A,44,23.23,1022.12
West,Gadget X,88,39.13,3443.44
West,Widget B,64,40.92,2618.88
South,Widget A,72,46.1,3319.2
Central,Widget B,72,13.03,938.16
North,Gadget X,96,31.19,2994.24
Central,Widget A,68,36.87,2507.16
South,Widget C,6,48.74,292.44
South,Gadget X,70,24.2,1694.0
South,Widget B,66,20.74,1368.84
Central,Widget A,27,45.83,1237.41
West,Widget A,8,18.64,149.12
Central,Gadget X,74,37.15,2749.1
West,Gadget X,33,39.89,1316.37
East,Widget C,89,29.58,2632.62
East,Gadget X,37,36.35,1344.95
East,Widget C,69,13.16,908.04
West,Gadget X,47,48.49,2279.03
West,Widget D,9,28.28,254.52
Central,Widget C,50,20.82,1041.0
West,Widget B,28,40.34,1129.52
East,Widget B,24,21.38,513.12
West,Widget D,38,24.61,935.18
East,Widget A,41,17.12,701.92
Central,Widget B,94,15.34,1441.96
Central,Widget B,61,15.19,926.59
North,Widget D,41,29.03,1190.23
South,Widget C,57,16.69,951.33
Central,Gadget X,23,34.93,803.39
North,Widget C,87,41.27,3590.49
North,Widget B,91,31.18,2837.38
North,Widget B,26,24.44,635.44
Central,Gadget X,29,43.11,1250.19
South,Widget D,8,14.87,118.96
East,Widget D,65,48.73,3167.45
East,Widget D,55,40.18,2209.9
Central,Gadget X,48,27.21,1306.08
West,Widget D,86,32.32,2779.52
West,Widget D,22,32.77,720.94
West,Widget C,25,33.69,842.25
East,Widget C,64,10.3,659.2
North,Widget B,58,42.71,2477.18
South,Widget C,47,47.65,2239.55
Central,Widget C,33,21.71,716.43
North,Widget A,79,23.23,1835.17
East,Widget D,66,47.65,3144.9
West,Gadget X,31,19.94,618.14
West,Widget A,29,15.54,450.66
Central,Gadget X,55,34.5,1897.5
North,Widget B,49,30.57,1497.93
North,Widget A,42,34.93,1467.06
West,Widget D,91,21.94,1996.54
North,Widget C,66,47.13,3110.58
East,Widget C,5,42.28,211.4
North,Widget D,100,32.01,3201.0
West,Widget B,74,35.58,2632.92
North,Widget A,2,19.58,39.16
Central,Widget B,37,26.58,983.46
North,Widget B,45,17.18,773.1
North,Widget D,47,24.1,1132.7
Central,Widget C,10,20.2,202.0
East,Widget A,86,49.5,4257.0
South,Widget D,33,43.07,1421.31
North,Widget A,27,35.85,967.95
East,Widget D,93,19.31,1795.83
South,Widget D,5,47.47,237.35
North,Gadget X,19,15.6,296.4
South,Widget A,1,49.16,49.16
South,Widget B,88,19.74,1737.12
North,Widget C,37,39.89,1475.93
West,Widget A,66,30.34,2002.44
East,Widget C,75,22.6,1695.0
North,Widget C,19,22.52,427.88
West,Widget B,96,39.82,3822.72
Central,Widget B,75,32.92,2469.0
North,Widget C,1,30.6,30.6
South,Widget A,78,39.56,3085.68
East,Widget C,31,24.45,757.95
South,Widget D,55,22.18,1219.9
West,Widget C,92,48.38,4450.96
South,Widget D,46,44.55,2049.3
North,Widget A,5,41.57,207.85
Central,Gadget X,98,21.04,2061.92
South,Gadget X,66,27.09,1787.94
East,Gadget X,44,33.02,1452.88
North,Widget D,93,22.62,2103.66
South,Widget D,80,19.17,1533.6
North,Widget C,39,38.02,1482.78
South,Widget A,80,39.39,3151.2
South,Gadget X,7,43.03,301.21
East,Widget D,29,17.29,501.41
North,Widget D,41,15.14,620.74
East,Widget B,76,25.25,1919.0
Central,Widget C,27,32.79,885.33
South,Widget B,92,14.63,1345.96
South,Widget A,80,14.3,1144.0
Central,Widget C,58,31.9,1850.2
North,Gadget X,15,37.62,564.3
West,Widget D,18,25.11,451.98
East,Widget A,57,47.21,2690.97
Central,Widget A,15,14.46,216.9
South,Widget B,78,41.05,3201.9
West,Widget C,29,29.73,862.17
Central,Gadget X,16,37.21,595.36
West,Widget D,45,30.01,1350.45
South,Gadget X,2,46.16,92.32
Central,Widget A,54,16.7,901.8
South,Widget D,98,48.52,4754.96
North,Widget D,46,24.63,1132.98
South,Widget D,22,20.24,445.28
West,Widget A,51,30.22,1541.22
South,Widget D,7,25.43,178.01
North,Widget C,23,42.24,971.52
Central,Widget C,79,27.8,2196.2
West,Widget C,66,31.8,2098.8
Central,Gadget X,72,17.93,1290.96
West,Widget A,44,45.16,1987.04
West,Widget B,15,17.8,267.0
South,Widget A,44,13.65,600.6
South,Widget A,40,25.96,1038.4
North,Widget A,75,15.58,1168.5
South,Widget C,16,26.08,417.28
Central,Widget C,60,36.41,2184.6
South,Widget C,59,37.58,2217.22
East,Widget A,52,22.78,1184.56
North,Widget A,47,41.5,1950.5
East,Widget B,3,29.03,87.09
South,Widget C,52,30.29,1575.08
South,Widget D,60,19.02,1141.2
North,Gadget X,52,14.82,770.64
East,Gadget X,36,13.51,486.36
North,Widget B,18,35.18,633.24
North,Widget C,17,15.47,262.99
East,Widget B,100,38.63,3863.0
South,Widget C,79,36.76,2904.04
South,Widget D,33,16.63,548.79
West,Widget C,58,37.3,2163.4
North,Widget A,19,36.09,685.71
West,Gadget X,42,21.15,888.3
South,Widget C,89,18.0,1602.0
East,Gadget X,30,45.62,1368.6
North,Widget C,3,21.4,64.2
Central,Widget C,40,40.45,1618.0
East,Gadget X,79,22.17,1751.43
East,Widget D,41,26.11,1070.51
North,Widget B,99,34.45,3410.55
South,Widget B,57,16.26,926.82
South,Widget D,60,25.37,1522.2
East,Widget A,70,29.03,2032.1
North,Widget B,58,47.84,2774.72
South,Widget D,98,22.57,2211.86
North,Gadget X,81,26.78,2169.18
South,Widget A,73,14.4,1051.2
South,Widget D,19,14.08,267.52
North,Widget C,98,19.06,1867.88
East,Gadget X,25,35.4,885.0
South,Gadget X,59,14.88,877.92
South,Widget D,59,13.13,774.67
East,Gadget X,50,14.98,749.0
West,Widget B,54,12.45,672.3
East,Widget D,10,18.48,184.8
North,Widget C,91,15.98,1454.18
Central,Widget C,85,42.69,3628.65
South,Widget D,99,28.35,2806.65
West,Widget A,29,12.16,352.64
North,Widget C,36,26.08,938.88
North,Gadget X,72,32.78,2360.16
North,Widget C,66,29.71,1960.86
West,Widget D,99,45.85,4539.15
North,Gadget X,75,39.27,2945.25
Central,Widget D,64,49.32,3156.48
East,Widget D,60,12.66,759.6
West,Gadget X,74,43.81,3241.94
Central,Widget C,94,11.45,1076.3
Central,Widget D,83,47.22,3919.26
North,Widget C,32,47.91,1533.12
South,Widget C,38,16.1,611.8
East,Widget B,18,13.55,243.9
North,Gadget X,33,10.57,348.81
East,Widget C,39,27.51,1072.89
West,Widget D,95,30.85,2930.75
Central,Widget D,51,23.83,1215.33
Central,Widget A,19,25.51,484.69
South,Widget D,94,44.42,4175.48
Central,Widget D,91,44.23,4024.93
East,Widget B,61,42.01,2562.61
East,Widget A,75,44.23,3317.25
South,Gadget X,25,45.99,1149.75
Central,Widget D,14,35.5,497.0
East,Gadget X,77,40.62,3127.74
South,Widget C,69,31.81,2194.89
South,Widget B,77,38.19,2940.63
North,Widget D,37,22.03,815.11
South,Widget D,4,38.51,154.04
West,Gadget X,78,22.02,1717.56
Central,Widget A,56,17.89,1001.84
Central,Gadget X,94,20.92,1966.48
East,Gadget X,64,21.77,1393.28
North,Widget A,93,17.97,1671.21
South,Widget A,14,42.01,588.14
East,Widget D,34,39.74,1351.16
East,Widget B,92,25.72,2366.24
North,Gadget X,47,28.55,1341.85
West,Widget C,92,15.2,1398.4
East,Widget A,59,32.1,1893.9
West,Gadget X,47,30.93,1453.71
South,Widget C,21,46.73,981.33
West,Gadget X,59,23.67,1396.53
Central,Widget B,42,25.56,1073.52
South,Widget C,36,10.22,367.92
